,subjectID,Label,median_p,mean_p,std_p,var_p,slope_p,min_p,max_p,fdmean_p,fdstd_p,sdmean_p,sdstd_p,drange_p,peaks_p,rise_time_p,max_deriv_p,amp_p,decay_time_p,SCR_width_p,auc_p,median_t,mean_t,std_t,var_t,slope_t,min_t,max_t,fdmean_t,fdstd_t,sdmean_t,sdstd_t,drange_t,median_f,mean_f,std_f,var_f,slope_f,min_f,max_f,fdmean_f,fdstd_f,sdmean_f,sdstd_f,drange_f,peaks_f,rise_time_f,max_deriv_f,amp_f,decay_time_f,SCR_width_f,auc_f,bpm,ibi,sdnn,sdsd,rmssd,pnn20,pnn50,hr_mad,sd1,sd2,s,sd1/sd2,breathingrate,lf,hf,lf/hf,median_bvp,mean_bvp,std_bvp,var_bvp,min_bvp,max_bvp,fdmean_bvp,fdstd_bvp,sdmean_bvp,sdstd_bvp,drange_bvp,boolean_mask
0,5,1,0.07832876378064459,0.09549329786058677,0.0587052464839653,0.0034463059647431207,-0.0001139008393518404,0.017491298598090853,0.2522173295119526,-0.0002964130134226799,0.01052529235091805,9.427833084680702e-05,0.0035060292353025417,0.23472603091386174,8.0,0.8260000000000001,0.07501965058145287,0.08745435658738496,0.12533333333333332,0.18133333333333332,0.017989769673868176,0.75431010135461,0.7859678348273957,0.0872356590282071,0.0076100602060856105,0.0011948215285497979,0.6356410753189279,0.939290434551003,0.0012755017206466735,0.0012928916125591486,-1.0179260476981742e-05,6.500184643398601e-05,0.30364935923207514,2.4426999261964584,2.4218185651806396,0.08911115530315072,0.007940797999462247,0.0010099641476535098,2.270628050919073,2.6288989799550357,0.0009393522340075067,0.009995234510310848,9.101187549222188e-05,0.0032717209030730496,0.3582709290359629,9.0,1.0764444444444445,0.06566568686560556,0.08983168600906034,0.10666666666666667,0.16533333333333333,0.012706340964369907,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1
1,5,1,0.08290490438777796,0.0961667463804865,0.05684025371027637,0.0032308144418485866,1.0291194810417115e-05,0.017491298598090853,0.2522173295119526,0.00013629313820810658,0.010925930957072158,-1.9428965254085257e-05,0.004081543324351526,0.23472603091386174,10.0,0.6832,0.08656274206574,0.09035284653947831,0.11,0.15799999999999997,0.013522907087043854,0.869852538289367,0.8519827777810852,0.09821236279484193,0.009645668205745651,0.001391878358489448,0.6957008636913666,1.0007819034950538,0.0011900166845536418,0.0010239170082593477,1.3664757390636934e-05,5.3501674052806635e-05,0.30508103980368717,2.4904165473077935,2.4840432279636047,0.10373668717150301,0.010761300265318277,0.0013105843989298684,2.273985188851668,2.6891469141706357,0.00121072188832138,0.010537862554005873,-1.1519500069059422e-05,0.003778358036749107,0.4151617253189679,11.0,0.9025454545454547,0.07407407637231471,0.09308019545382541,0.09799999999999999,0.152,0.010581090133498014,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1
2,5,1,0.09145564244181141,0.10514775484886683,0.06175545223063693,0.00381373588021048,0.00029284118579066455,0.017491298598090853,0.2899358113767828,0.00023699063014627646,0.012457688195299129,8.7541957229715e-05,0.004394978840384888,0.27244451277869197,9.0,0.7448888888888889,0.08824686473857114,0.09252549600684676,0.10514285714285714,0.15085714285714286,0.013111191525990815,0.9399084538607425,0.9435039757306555,0.09514548629859514,0.009052663562996156,0.0013550342536757698,0.755914537724673,1.1109921630596322,0.0014087430122344613,0.0011078970086704704,-2.0642739511463754e-05,6.654025201289385e-05,0.35507762533495923,2.5553477323918052,2.5779214374837656,0.119971424982378,0.014393142812302355,0.0015375689582163606,2.376292339534581,2.8616487788104874,0.00152835989822863,0.011773256516443262,5.868810054326194e-05,0.004042009918800393,0.4853564392759062,11.0,0.6400000000000001,0.07073540458565185,0.08971499433949423,0.09,0.14,0.008885961880469563,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1
3,5,1,0.09712242071180693,0.11356365733920276,0.06198223546693537,0.0038417975134786204,0.0002891382007242293,0.02728796386249382,0.2899358113767828,0.00040001088049026437,0.012418785805698183,2.8059522225519698e-05,0.004440309108915825,0.262647847514289,9.0,0.4275555555555556,0.09595616525206165,0.10431077255867001,0.10514285714285716,0.1531428571428571,0.016450809063720262,1.001990627889565,1.0094955674726858,0.081773171167759,0.006686851522831613,0.0011328663199773857,0.8702842723244985,1.1372842576954763,0.0011171213708972003,0.001239764398649834,1.8123548379312542e-06,8.250326781002205e-05,0.2669999853709778,2.669253505248909,2.6474037077501773,0.11039867118656482,0.012187866599759258,0.0013259476604814508,2.4586396508806185,2.8616487788104874,0.0014160061997062787,0.01195317737089808,2.856834678270359e-05,0.004079728445435576,0.40300912792986887,11.0,0.64,0.0763792027096843,0.09550188538994081,0.09422222222222223,0.14577777777777776,0.013545233098145237,65.64102564102564,914.0625,170.62757553001214,0.0,328.125,1.0,1.0,117.1875,0.0,0.0,0.0,3.113803325925219,0.27367268746579093,0.0,0.0,-0.012669351414824392,3.306663586399565,0.14575974193781177,52.26818877824912,2731.963558158687,-247.28557059365843,156.78721187284765,0.012458514406372603,2.6624313836348983,-2.5280783724042124e-05,0.2493077665625503,404.07278246650606,1
4,5,1,0.10617248709224524,0.12105921555302694,0.06378892447480115,0.004069026885651886,-8.678723567375222e-05,0.017072752980128628,0.2899358113767828,3.2144020701535486e-05,0.013557350745284054,-3.473096662615973e-05,0.004806705952419133,0.2728630583966542,11.0,0.37163636363636365,0.09671223035097071,0.10585698814481553,0.096,0.13714285714285715,0.013281448018852443,1.087185165665168,1.066421049913357,0.06447967833226799,0.00415762891783275,0.0008369981692470344,0.9405264731704819,1.1433978628826222,0.0007458343404731541,0.0014072349658613825,-3.964032317486932e-06,8.930454614817434e-05,0.20287138971214036,2.7069202716270215,2.7075386279669034,0.08361689844613412,0.006991785705751108,0.0006992983893392966,2.529453235913917,2.8643320209871783,0.0006942293914421175,0.01298856112915216,-3.871942958126688e-05,0.004410867270123696,0.3348787850732613,12.0,0.6000000000000001,0.08325481597843683,0.10348121909463333,0.092,0.136,0.011452252799230001,65.08474576271186,921.875,228.42140724046484,132.8125,405.19695249656064,1.0,1.0,250.0,270.68931467297523,93.91261937633828,79862.87476929615,2.8823529411764723,0.31007751937984496,0.0,36040.40027507218,0.0,2.8558814241832664,0.49175454541776287,46.833330812860595,2193.3608750268377,-149.55259683154534,156.78721187284765,0.008635689608365164,2.4480056579724683,1.2979291493922518e-05,0.2368429922745596,306.339808704393,1
5,5,1,0.11677843516431666,0.1311417329121062,0.06901435996151731,0.004762981880897883,-0.00013331780751262256,0.017072752980128628,0.2899358113767828,-0.00016316349650586826,0.01381999895427288,1.9373915876772893e-05,0.00483235749946158,0.2728630583966542,11.0,0.376,0.09454989770060665,0.10637142312244913,0.096,0.14,0.014512423511317082,1.1184874506760631,1.1112619466587748,0.037075655838300095,0.001374604255840076,0.0004458203621550739,1.003199352284076,1.196654310410822,0.0008172173376900428,0.0014516772024492826,1.3313379630298014e-06,8.795574869504632e-05,0.19345495812674596,2.7615759817401466,2.7588652642719995,0.06408824858999847,0.004107303607333441,0.0002922856822874766,2.6081807954936376,2.9196286182887805,0.0006207387940031959,0.013195027785741643,-2.2228182062731158e-05,0.004426929314892128,0.31144782279514294,12.0,7200.284000000001,0.08167065683903833,0.09155072484311773,0.09279999999999998,0.14079999999999998,0.012789722955253791,65.50106609808103,916.015625,186.67420689930458,145.70679033593458,327.9017097393669,1.0,1.0,164.0625,226.70792746395082,109.9094087191811,78280.11425672992,2.062679893431056,0.40955631399317405,0.0,80991.24761619401,0.0,5.499649084914637,1.0167585762635971,46.80576420300019,2190.779562626854,-147.82819384920606,156.78721187284765,0.008295679774151635,2.4813619168486283,-0.0010844072317862483,0.23517194283366963,304.6154057220537,1
6,5,1,0.13135268337843414,0.1438992383902846,0.08208927671930455,0.006738649352298557,0.00034820840980619226,0.017072752980128628,0.418655966356659,-0.0007927116568430971,0.01476511987966461,-2.2317101058099095e-08,0.005434670174317763,0.4015832133765304,11.0,0.3774545454545455,0.10711593377761952,0.10970501897749224,0.092,0.132,0.011799368585251607,1.1361428010038617,1.168566860104814,0.08885364910628292,0.007894970959502453,0.001110707302513365,1.0681258211338855,1.4042811034313534,0.001304854199480337,0.0016436741322682544,1.786391678704919e-05,6.766634158496696e-05,0.33615528229746783,2.78800230739255,2.8242350230986415,0.13025165325330856,0.016965493175220125,0.0013605658395560436,2.6556872045332027,3.1923551451630465,0.00044861684463910664,0.01430737607305985,9.887419809668137e-06,0.005070785520609501,0.5366679406298438,10.0,0.6944,0.09119260390499821,0.10352625161287535,0.09999999999999999,0.148,0.014009341787239032,65.97938144329896,909.375,177.71334010141163,145.70679033593458,327.9017097393669,1.0,1.0,140.625,226.70792746395082,109.9094087191811,78280.11425672992,2.062679893431056,0.44004400440044006,0.0,145624.62704213514,0.0,5.870284792344739,0.2679392223520792,48.76389417002001,2377.9173746249116,-147.82819384920606,156.78721187284765,0.024270763430112797,2.524620067694112,-0.00022205809099092982,0.2401732487052408,304.6154057220537,1
7,5,1,0.12528471842884523,0.13770829693537537,0.08365446464050026,0.006998069454288709,4.446592456935475e-06,0.017072752980128628,0.418655966356659,-0.000531767750202699,0.014598181891591434,-2.4251925233402008e-05,0.00552011010631249,0.4015832133765304,11.0,0.11490909090909093,0.11076045453866894,0.10761016288750538,0.096,0.1368888888888889,0.011999028445864908,1.198101660906943,1.260390566826441,0.13840661806617088,0.019156391924514904,0.0018812389660497206,1.1178050925111642,1.5077355889487598,0.0015455444192977402,0.0014398142322378886,5.140783222125587e-06,5.014003742172152e-05,0.3899304964375956,2.866286815158205,2.904251393761756,0.14771500299861054,0.021819722110879524,0.0017607135804645704,2.6556872045332027,3.1923551451630465,0.0009079768305162467,0.014016513193323789,-3.3751897869430114e-05,0.005154603173568299,0.5366679406298438,10.0,0.12319999999999998,0.0956508247894261,0.10055859769215707,0.11733333333333335,0.16533333333333333,0.01553167531543591,69.33333333333333,865.3846153846154,169.7905133308683,152.3813054671057,304.53722255559336,0.875,0.875,93.75,212.9846767591032,135.19660479554278,90461.54838772713,1.575370010816462,0.17785682525566918,0.0,214361.0754391316,0.0,4.767146580595352,-0.6424857345663157,44.06158476139238,1941.4232516853656,-147.02412452108456,100.17621599578233,0.0006363621974773729,2.4014296102152604,0.0011054733747855277,0.23422644496058792,247.2003405168669,1
8,5,1,0.11664627869775601,0.1367340925726649,0.08772805346335599,0.007696211364469448,-0.00044994932451157825,0.013725631508302437,0.418655966356659,-0.0005283510030284559,0.014667672606807645,8.524260960402439e-05,0.005478744491991051,0.4049303348483566,9.0,0.44,0.11204088915534235,0.13007594492115027,0.11,0.16,0.021044457851317352,1.4055312635959485,1.373279687382193,0.16826291780755823,0.028312409509113092,0.0024112623890565478,1.1190868565894534,1.617966875096989,0.0020656237621937876,0.0011294701922973615,-3.6551452717169714e-06,5.662112593898167e-05,0.4988800185075357,3.0365478834168487,3.00863099970122,0.1526445324907237,0.02330035329931161,0.0018295176180125052,2.7397551844011683,3.318388123897427,0.0014455513303721949,0.014213146061068115,6.703816785788297e-05,0.005143903078865602,0.5786329394962588,9.0,0.44355555555555554,0.08992357364728774,0.1180533175917932,0.148,0.21,0.03166032812527809,65.50106609808103,916.015625,163.67840082455712,121.70126505779086,264.0886944601504,1.0,1.0,117.1875,185.82877890532578,90.36120610884102,52752.720919019564,2.0565106078984057,0.13651877133105803,0.0,10461.311544884486,0.0,3.603034921406042,-2.0420939619649356,45.748859800465574,2092.958173042655,-191.04926779084565,103.35093069682542,-0.027632166155892108,2.5422753111430714,0.0022234122798456385,0.24294458811373257,294.40019848767105,1
9,5,1,0.10271626645484459,0.12529235469591055,0.08723631743666733,0.00761017507991099,-0.00047045548297738963,0.013725631508302437,0.418655966356659,0.000747554316692849,0.014454018438015368,4.027559554040918e-05,0.005381399766571013,0.4049303348483566,8.0,0.47900000000000004,0.11589034896330178,0.13602048570298378,0.13942857142857143,0.1897142857142857,0.02557374294675266,1.5089306116879113,1.4915112915493969,0.12881284479233238,0.01659274898349351,0.0017866023515087052,1.199549011403064,1.642598225653006,0.0018528071158262882,0.0013131551116116918,-1.1305809017222539e-05,5.776790165695174e-05,0.44304921424994204,3.1043676483607765,3.108267664983172,0.11468862042664414,0.013153479655366855,0.001228884952498595,2.7546171126744223,3.343236316532076,0.002442018851185712,0.013881100911479169,7.2320976221026035e-06,0.005050041909874075,0.5886192038576539,9.0,0.42933333333333334,0.08424916905226373,0.10649176131241767,0.15085714285714286,0.20342857142857143,0.03077495882463412,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1
