,subjectID,Label,median_p,mean_p,std_p,var_p,slope_p,min_p,max_p,fdmean_p,fdstd_p,sdmean_p,sdstd_p,drange_p,peaks_p,rise_time_p,max_deriv_p,amp_p,decay_time_p,SCR_width_p,auc_p,median_t,mean_t,std_t,var_t,slope_t,min_t,max_t,fdmean_t,fdstd_t,sdmean_t,sdstd_t,drange_t,median_f,mean_f,std_f,var_f,slope_f,min_f,max_f,fdmean_f,fdstd_f,sdmean_f,sdstd_f,drange_f,peaks_f,rise_time_f,max_deriv_f,amp_f,decay_time_f,SCR_width_f,auc_f,bpm,ibi,sdnn,sdsd,rmssd,pnn20,pnn50,hr_mad,sd1,sd2,s,sd1/sd2,breathingrate,lf,hf,lf/hf,median_bvp,mean_bvp,std_bvp,var_bvp,min_bvp,max_bvp,fdmean_bvp,fdstd_bvp,sdmean_bvp,sdstd_bvp,drange_bvp
0,5,1,0.13712549543610997,0.1852333754799867,0.14790598197702556,0.021876179504588214,-0.0003020655646699223,0.02940096358366165,0.7297938548728161,-0.0006042291534851858,0.019097558502095643,0.00011353405854750585,0.006110192474045042,0.7003928912891545,8.0,0.8340000000000001,0.12315031666821105,0.1451152240413459,0.11885714285714286,0.16685714285714284,0.024524460546121753,2.5413205010345767,2.518087925539477,0.07733048111071314,0.0059800033088143615,0.000902552816697169,2.3467594479411416,2.5923565028237245,0.0007288342070333557,0.0016420596916170728,3.4917183680066578e-06,8.637659690147771e-05,0.245597054882583,4.062169062181523,4.122588859069229,0.1559673086214267,0.02432580135861136,0.000560242202271004,3.911687204693993,4.689453110321425,0.00011194869448975705,0.01822357933795076,0.00010591835744415504,0.005833558420162635,0.7777659056274322,8.0,0.8340000000000001,0.11561518318763353,0.14637242329275946,0.11466666666666665,0.168,0.030819247074757,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1,5,1,0.10650363081985986,0.15738613351384734,0.14602408236383474,0.021323032630199988,-0.00038313855866613017,0.02940096358366165,0.7297938548728161,-0.00014569391061731302,0.01795155058804688,-1.5771523374119304e-05,0.005982723761876865,0.7003928912891545,9.0,0.44000000000000006,0.11997185833116521,0.13653158076082184,0.13028571428571428,0.1737142857142857,0.025061787677326697,2.5583044314561123,2.55949827376079,0.02564497968247491,0.0006576649829145509,0.00014864951940550802,2.5020738888747722,2.6067307321106052,0.00044216246919596784,0.001045023764282052,-1.1630628200198316e-05,6.470909895278289e-05,0.10465684323583302,4.076856686452365,4.13532920760223,0.14719031095971938,0.021664987640418888,-0.00021866527061972777,3.9991232540909243,4.689453110321425,0.0002661370801583407,0.017072378851272087,-5.424265214671875e-05,0.0057031324621063945,0.6903298562305009,9.0,0.4435555555555556,0.11207094889830078,0.13288674891980573,0.12,0.17066666666666666,0.02708218411617072,54.75935828877005,1095.703125,122.14450870120758,7.8125,133.04208098380002,1.0,1.0,93.75,5.5242717280199045,82.86407592029855,1438.1069886427892,0.06666666666666668,0.3423485107839781,0.0,28143.389303566233,0.0,-3.772531778681616,-0.9904855790822931,80.36726694603712,6458.89759637559,-243.86684684792039,367.839459605779,0.011257412079763348,4.096030214453337,0.002247822394371568,0.36182645585485773,611.7063064536994
2,5,1,0.12004186599440086,0.1638700951884887,0.145578011091709,0.021192957313417752,-0.0011228209552208864,0.02940096358366165,0.7297938548728161,0.0009541714631912093,0.01874718016085634,-2.5212671697946777e-05,0.006252151986064148,0.7003928912891545,9.0,0.7680000000000001,0.11879679683535345,0.1286953679674513,0.124,0.182,0.027684618951917966,2.5692997082033546,2.5674436068647495,0.022982180107860184,0.0005281806025101243,-8.886096575313644e-05,2.5316111014447467,2.6067307321106052,-1.0590845758207123e-05,0.0012776567144481951,2.768126194829338e-06,8.10845320736512e-05,0.07511963066585858,4.114465415368497,4.148749102212237,0.14349335497056107,0.020590342920707445,-0.0011320202905620346,3.9991232540909243,4.689453110321425,0.0008815814519270974,0.017983874602221596,-2.0301650369864792e-05,0.006034885067290172,0.6903298562305009,9.0,0.760888888888889,0.11011842000053128,0.12044992322607397,0.122,0.176,0.025473452719167202,56.36697247706422,1064.453125,176.1606149394903,46.875,178.1524101717403,1.0,1.0,164.0625,121.53397801643786,33.14563036811944,12655.341500056551,3.666666666666664,0.1174674027957242,0.0,89557.06502661729,0.0,3.534375756241876,-0.01963770424942292,82.32530970348601,6777.456617774888,-243.86684684792039,367.839459605779,-0.002760829946089468,4.2181867025132345,-0.0005333114272911297,0.37688300441673867,611.7063064536994
3,5,1,0.11314945425927175,0.14518466939526464,0.11516902458812818,0.013263904224580873,0.000705347532117013,0.02940096358366165,0.641314171914338,-0.000603137615066475,0.015449537875063224,-1.786578895531716e-05,0.005352563073470423,0.6119132083306764,8.0,0.8460000000000001,0.10286299240415556,0.12838174791898352,0.12,0.178,0.02536829476258118,2.571966446500926,2.5880774127635005,0.06063280369536014,0.003676336883960078,0.0005241067572356456,2.5316111014447467,2.7785243001581423,0.0007914368449598234,0.002165633650931249,9.848223592263487e-06,9.638113613310038e-05,0.24691319871339568,4.115737104459126,4.150534896300366,0.1278112312103939,0.016335710823516765,0.0011469074696091842,3.9991232540909243,4.607449007480547,0.00016580295772384847,0.014777689464548315,-4.339505783684805e-06,0.005250456376641639,0.6083257533896225,8.0,1.201,0.09208640802546109,0.12398796429058256,0.124,0.18,0.025552155610209626,62.07852193995381,966.5178571428571,117.64896386700391,78.125,188.79759333741518,1.0,1.0,93.75,121.53397801643784,55.24271728019903,21092.235833427567,2.1999999999999997,0.2957704821058858,0.0,34962.6392564859,0.0,1.6002453557489742,0.16101532768326385,77.29077942499134,5973.864584122665,-243.86684684792039,367.839459605779,-0.00251292599672925,4.019313652839853,-0.0005231262717510292,0.3715998994469383,611.7063064536994
4,5,1,0.11515194479082516,0.1504932233867821,0.11874774805294068,0.014101027667644676,0.0001545871318038317,0.02613278120818702,0.641314171914338,-0.0007473677859496053,0.015976226522216877,3.950676243934699e-05,0.0054146647162274944,0.615181390706151,8.0,0.8500000000000001,0.09792690916817953,0.13156457985737646,0.11428571428571428,0.1737142857142857,0.028184273934626164,2.6008019854100857,2.6413306128963314,0.09730086492042724,0.009467458314263226,0.0012234730785597133,2.5316111014447467,2.789880423569664,0.0010713030753963866,0.002056893943514357,1.0528604233412768e-05,0.00011237794344431086,0.25826932212491727,4.222011387513399,4.205194619211165,0.1339109562986239,0.017932144216811958,0.0012850432803376232,4.002667185615166,4.607449007480547,0.0003019380323792361,0.015142167557592245,3.66682035790535e-05,0.005244630474541991,0.6047818218653811,8.0,1.207,0.08848624629558088,0.1286536455287196,0.1142857142857143,0.17371428571428568,0.028409586694878048,60.34285714285714,994.3181818181819,174.15491049993298,131.69567191065923,319.0715290103459,1.0,1.0,140.625,225.60682059725053,85.69568250501304,60738.077288948305,2.632650957462798,0.3658982802780827,0.0,185357.97307987337,0.0,2.429884908536626,0.12134251472447702,70.02408981214876,4903.373154019875,-215.15439677797738,203.87996199428264,-0.0035451982396260684,3.7456337333603256,-2.7329069009697274e-05,0.3529808350066543,419.03435877226
5,5,1,0.09468059665719783,0.14336775469127758,0.12025096156357928,0.014460293756965422,-0.0004862416982751093,0.02613278120818702,0.641314171914338,9.161268121537675e-05,0.015820805723173396,4.997699571853504e-05,0.005373669224922093,0.615181390706151,9.0,0.7733333333333333,0.08960079440385625,0.12193488562229,0.12571428571428572,0.192,0.02883444169514427,2.764769053919648,2.706133071019639,0.10827728131019448,0.01172396964792699,0.0014385452292742403,2.534722596100357,2.831667765815214,0.0009017379544050861,0.0020730854762655046,1.5285041148079455e-06,0.00010578487026699274,0.29694516971485685,4.275783367889135,4.2590121246480415,0.11851001172649213,0.014044622879413302,0.0008895421546146943,4.002667185615166,4.607449007480547,0.000973986820433124,0.0148892767187232,8.885989547677923e-05,0.005123072524073767,0.6047818218653811,9.0,1.4044444444444446,0.0794563490832078,0.11821868809364637,0.10666666666666667,0.16533333333333333,0.028996486636194637,64.23791821561338,934.0277777777778,209.86129494807744,131.69567191065923,319.0715290103459,1.0,1.0,218.75,225.60682059725053,85.69568250501304,60738.077288948305,2.632650957462798,0.3571003451970004,0.0,110254.13953299006,0.0,1.1381050124576437,1.3044717024605093,69.05812442280343,4769.0245487954,-215.15439677797738,203.87996199428264,-0.02021439106658405,3.6025876907621117,-0.0011636786248641008,0.3349025205742772,419.03435877226
6,5,1,0.08356898820389563,0.13221724169496354,0.12162535823409562,0.01479272776557209,-0.0010967753227814684,0.02613278120818702,0.641314171914338,-0.0011421551966554523,0.01463464260187836,-1.4586807236110925e-05,0.004920631097980429,0.615181390706151,11.0,7854.315636363637,0.07990765208575171,0.1122668916412895,0.12622222222222224,0.18133333333333335,0.029867384811048076,2.785602148733494,2.7693642885748138,0.07474934485988795,0.005587464556982457,0.000836555440006835,2.5510290630610113,2.8363855408530245,0.0008100693123813757,0.002274933936532125,-2.7122945658954178e-05,0.00010048445579996065,0.28535647779201323,4.295868899850646,4.307741883205508,0.06906163963137034,0.004769510068573263,-0.0002419833830196039,4.19603052386174,4.607449007480547,-0.0002918336160618484,0.013768062582622231,-4.046648233148227e-05,0.004677405453708909,0.4114184836188066,10.0,8640.315200000001,0.07659584621210662,0.10434725847111644,0.10400000000000002,0.15466666666666665,0.026863080498085213,63.69668246445498,941.9642857142857,187.26068911753882,131.69567191065923,319.0715290103459,1.0,1.0,218.75,225.60682059725053,85.69568250501304,60738.077288948305,2.632650957462798,0.30349013657056145,0.0,46450.06662199677,0.0,-0.8842870056330805,-0.34639491012204215,68.4726069704698,4688.497905332429,-215.15439677797738,203.87996199428264,0.015970582450244533,3.681316011503379,-0.0006974195972006341,0.3472394021971901,419.03435877226
7,5,1,0.07643607477549146,0.10946103235028487,0.08649682928242747,0.007481701475913403,0.0003224682712495559,0.014134670156615469,0.39900542284680457,5.982548576652091e-05,0.011505446991871657,-1.0373909808993965e-05,0.003821343189867985,0.3848707526901891,10.0,0.4072,0.06831571462477612,0.08601499201539164,0.142,0.19799999999999998,0.02449716013576303,2.7859639325776215,2.7837224421062836,0.045562392587766426,0.002075931618321753,-0.00026382762929069107,2.684350517428981,2.8363855408530245,5.615429620899707e-05,0.0020642145811031304,5.905823777583216e-06,0.00012288134191719216,0.15203502342404374,4.295102230391901,4.299934655027863,0.06749421434497438,0.004555468970045346,5.578445073833041e-05,4.1338897079373025,4.4828219786256405,0.00012069742644292836,0.010642778331041514,-9.77576412970101e-06,0.0036884926079906546,0.348932270688338,10.0,0.6944,0.07054351785891484,0.09033433028135658,0.13119999999999998,0.18239999999999998,0.03181697599906665,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8,5,1,0.06713194115957788,0.08776904366512202,0.08303025663619266,0.006894023517072015,-6.49218300961086e-05,0.0054786452526092546,0.39900542284680457,0.0001899476046500764,0.009497659645606752,-2.738318846054841e-05,0.003421976293007782,0.3935267775941953,8.0,0.8200000000000001,0.0664322758475339,0.0708877067615912,0.13714285714285715,0.18971428571428572,0.019304128864395483,2.8173314418428808,2.793826669339455,0.04716136299169975,0.0022241941592348667,-0.0001642990417932609,2.684350517428981,2.8363855408530245,8.51712379190008e-05,0.0020529896912065866,-1.0006662807966749e-05,0.00011657205517908959,0.15203502342404374,4.287332158417516,4.2890630047547145,0.05981069900910278,0.0035773197159574884,-0.00021498900099513386,4.1338897079373025,4.4828219786256405,0.0002565851349105253,0.008864068253219653,-3.318190371484157e-05,0.0033428290102983866,0.348932270688338,8.0,0.8260000000000001,0.0703534684404441,0.07389949519082661,0.1376,0.18239999999999998,0.02352525311360109,63.2967032967033,947.9166666666666,191.0826700817098,0.0,187.5,1.0,1.0,187.5,0.0,0.0,0.0,2.1159737814486306,0.35180299032541773,0.0,109247.95799252277,0.0,-1.6405837714353915,-1.2027898088718343,61.89567703285727,3831.074835355775,-200.2922913811095,174.5536884077391,0.015765418247631547,3.2118093352057304,0.0003739117789386107,0.31399062212896833,374.8459797888486
9,5,1,0.06672967857007285,0.09072984035658341,0.08779336999747428,0.007707675815513417,-0.00016983236806602324,0.0054786452526092546,0.39900542284680457,-0.00028113486489899427,0.010132081359430617,3.380478488382429e-05,0.0034671716489255208,0.3935267775941953,6.0,1.0533333333333335,0.07339582453666942,0.08829367832136092,0.12000000000000001,0.17066666666666666,0.021250783640127238,2.8085481287723244,2.79014644981029,0.0450791897789039,0.0020321333511224334,0.00011082549211873426,2.684350517428981,2.8363855408530245,-0.00011574331523978207,0.0019903096032045133,-6.8594861977873865e-06,0.00011391458376122353,0.15203502342404374,4.277931212483546,4.288360439018347,0.0656430354171854,0.004309008098781856,-5.582109475444803e-05,4.1338897079373025,4.4828219786256405,-0.00040373653429697973,0.009406932873280314,1.8267557829117672e-05,0.0033846567605623533,0.348932270688338,6.0,0.5826666666666668,0.08199059207156563,0.09300845598883016,0.128,0.172,0.028670218409427878,67.36842105263158,890.625,201.3140426050801,39.0625,168.64869644471017,1.0,1.0,187.5,27.62135864009951,182.30096702465676,15819.176875070669,0.15151515151515152,0.32097576632964214,0.0,199377.35776883762,0.0,2.581601609038912,-0.24261801318151566,56.58351938818554,3201.694666353169,-200.2922913811095,143.06683837331053,0.017525755184277094,3.2543501729857596,-0.00033812995491023726,0.32057222797503443,343.35912975442
